iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
CHE,Europe,Switzerland,03.02.20,,,,,,,,,,,,,,,,,,,,,,181,14,0.021,0.002,23,0.003,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,04.02.20,,,,,,,,,,,,,,,,,,,,,,207,26,0.024,0.003,24,0.003,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,05.02.20,,,,,,,,,,,,,,,,,,,,,,235,28,0.027,0.003,24,0.003,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,06.02.20,,,,,,,,,,,,,,,,,,,,,,248,13,0.029,0.002,20,0.002,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,07.02.20,,,,,,,,,,,,,,,,,,,,,,263,15,0.03,0.002,18,0.002,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,08.02.20,,,,,,,,,,,,,,,,,,,,,,270,7,0.031,0.001,16,0.002,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,09.02.20,,,,,,,,,,,,,,,,,,,,,,279,9,0.032,0.001,16,0.002,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,10.02.20,,,,,,,,,,,,,,,,,,,,,,292,13,0.034,0.002,16,0.002,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,11.02.20,,,,,,,,,,,,,,,,,,,,,,314,22,0.036,0.003,15,0.002,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,12.02.20,,,,,,,,,,,,,,,,,,,,,,334,20,0.039,0.002,14,0.002,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,13.02.20,,,,,,,,,,,,,,,,,,,,,,341,7,0.039,0.001,13,0.002,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,14.02.20,,,,,,,,,,,,,,,,,,,,,,350,9,0.04,0.001,12,0.001,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,15.02.20,,,,,,,,,,,,,,,,,,,,,,355,5,0.041,0.001,12,0.001,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,16.02.20,,,,,,,,,,,,,,,,,,,,,,360,5,0.042,0.001,12,0.001,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,17.02.20,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.001,,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,18.02.20,,,,,,,,,,,,,,,,,,,,,,369,9,0.043,0.001,8,0.001,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,19.02.20,,,,,,,,,,,,,,,,,,,,,,383,14,0.044,0.002,7,0.001,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,20.02.20,,,,,,,,,,,,,,,,,,,,,,393,10,0.045,0.001,7,0.001,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,21.02.20,,,,,,,,,,,,,,,,,,,,,,406,13,0.047,0.002,8,0.001,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,22.02.20,,,,,,,,,,,,,,,,,,,,,,408,2,0.047,0,8,0.001,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,23.02.20,,,,,,,,,,,,,,,,,,,,,,413,5,0.048,0.001,8,0.001,0,,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,24.02.20,,,,,,,,,,,,,,,,,,,,,,461,48,0.053,0.006,14,0.002,0.01,100,tests performed,,,,,,,,,,0,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,25.02.20,1,1,,,,,0.116,0.116,,,,,,,,,,,,,,630,169,0.073,0.02,37,0.004,0.004,250,tests performed,,,,,,,,,,8.33,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,26.02.20,1,0,,,,,0.116,0,,,,,,,,,,,,,,947,317,0.109,0.037,81,0.009,0.016,62.5,tests performed,,,,,,,,,,8.33,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,27.02.20,8,7,,,,,0.924,0.809,,,,,,,,,,,,,,1226,279,0.142,0.032,119,0.014,0.024,41.7,tests performed,,,,,,,,,,13.89,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,28.02.20,8,0,,,,,0.924,0,,,,,,,,,,,,,,1675,449,0.194,0.052,181,0.021,0.024,41.7,tests performed,,,,,,,,,,19.44,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,29.02.20,18,10,,,,,2.08,1.155,,,,,,,,,,,,,,1932,257,0.223,0.03,218,0.025,0.029,34.5,tests performed,,,,,,,,,,19.44,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,01.03.20,27,9,3.857,,,0,3.12,1.04,0.446,,,0,,,,,,,,,,2304,372,0.266,0.043,270,0.031,0.033,30.3,tests performed,,,,,,,,,,19.44,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,02.03.20,42,15,6,,,0,4.853,1.733,0.693,,,0,,,,,,,,,,2782,478,0.321,0.055,332,0.038,0.035,28.6,tests performed,,,,,,,,,,19.44,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,03.03.20,56,14,7.857,,,0,6.471,1.618,0.908,,,0,,,,,,,,,,3498,716,0.404,0.083,410,0.047,0.052,19.2,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,04.03.20,90,34,12.714,,,0,10.399,3.929,1.469,,,0,,,,,,,,,,4091,593,0.473,0.069,449,0.052,0.071,14.1,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,05.03.20,114,24,15.143,1,1,0.143,13.172,2.773,1.75,0.116,0.116,0.017,,,,,,,,,,4678,587,0.541,0.068,493,0.057,0.1,10,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,06.03.20,214,100,29.429,1,0,0.143,24.727,11.555,3.4,0.116,0,0.017,2.8,,,,,,,,,5635,957,0.651,0.111,566,0.065,0.109,9.2,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,07.03.20,268,54,35.714,1,0,0.143,30.966,6.239,4.127,0.116,0,0.017,2.75,,,,,,,,,6362,727,0.735,0.084,633,0.073,0.109,9.2,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,08.03.20,337,69,44.286,2,1,0.286,38.939,7.973,5.117,0.231,0.116,0.033,2.72,,,,,,,,,7106,744,0.821,0.086,686,0.079,0.116,8.6,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,09.03.20,374,37,47.429,2,0,0.286,43.214,4.275,5.48,0.231,0,0.033,2.69,,,,,,,,,8737,1631,1.01,0.188,851,0.098,0.114,8.8,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,10.03.20,491,117,62.143,3,1,0.429,56.733,13.519,7.18,0.347,0.116,0.05,2.69,,,,,,,,,10909,2172,1.26,0.251,1059,0.122,0.112,8.9,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,11.03.20,652,161,80.286,4,1,0.571,75.336,18.603,9.277,0.462,0.116,0.066,2.68,,,,,,,,,13633,2724,1.575,0.315,1363,0.157,0.117,8.5,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,12.03.20,652,0,76.857,4,0,0.429,75.336,0,8.88,0.462,0,0.05,2.67,,,,,,,,,18267,4634,2.111,0.535,1941,0.224,0.096,10.4,tests performed,,,,,,,,,,25,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,13.03.20,1139,487,132.143,11,7,1.429,131.606,56.271,15.268,1.271,0.809,0.165,2.69,,,,,,,,,22956,4689,2.652,0.542,2474,0.286,0.095,10.5,tests performed,,,,,,,,,,33.33,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,14.03.20,1359,220,155.857,13,2,1.714,157.026,25.42,18.009,1.502,0.231,0.198,2.63,,,,,,,,,28200,5244,3.258,0.606,3120,0.361,0.094,10.6,tests performed,,,,,,,,,,33.33,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,15.03.20,2200,841,266.143,14,1,1.714,254.2,97.174,30.752,1.618,0.116,0.198,2.58,,,,,,,,,30724,2524,3.55,0.292,3374,0.39,0.098,10.2,tests performed,,,,,,,,,,33.33,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,16.03.20,2200,0,260.857,14,0,1.714,254.2,0,30.141,1.618,0,0.198,2.48,,,,,,,,,36003,5279,4.16,0.61,3895,0.45,0.098,10.2,tests performed,,,,,,,,,,44.44,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,17.03.20,2700,500,315.571,27,13,3.429,311.972,57.773,36.463,3.12,1.502,0.396,2.41,,,,,,,,,45356,9353,5.241,1.081,4921,0.569,0.102,9.8,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,18.03.20,3028,328,339.429,28,1,3.429,349.871,37.899,39.219,3.235,0.116,0.396,2.34,,,,,,,,,55947,10591,6.464,1.224,6045,0.698,0.105,9.5,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,19.03.20,4075,1047,489,41,13,5.286,470.847,120.976,56.502,4.737,1.502,0.611,2.29,,,,,,,,,65564,9617,7.576,1.111,6757,0.781,0.116,8.6,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,20.03.20,5294,1219,593.571,54,13,6.143,611.697,140.85,68.584,6.239,1.502,0.71,2.21,,,,,,,,,73646,8082,8.509,0.934,7241,0.837,0.124,8.1,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,21.03.20,6575,1281,745.143,75,21,8.857,759.71,148.013,86.098,8.666,2.426,1.023,2.11,,,,,,,,,80039,6393,9.248,0.739,7406,0.856,0.134,7.5,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,22.03.20,7474,899,753.429,98,23,12,863.585,103.875,87.055,11.323,2.658,1.387,2.02,,,,,,,,,83328,3289,9.628,0.38,7515,0.868,0.14,7.1,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,23.03.20,8795,1321,942.143,120,22,15.143,1016.22,152.635,108.86,13.865,2.542,1.75,1.92,,,,,,,,,89969,6641,10.395,0.767,7709,0.891,0.151,6.6,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,24.03.20,9877,1082,1025.286,122,2,13.571,1141.24,125.02,118.467,14.097,0.231,1.568,1.83,,,,,,,,,95766,5797,11.065,0.67,7201,0.832,0.171,5.8,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,25.03.20,10897,1020,1124.143,153,31,17.857,1259.097,117.856,129.889,17.678,3.582,2.063,1.74,,,,,,,,,103431,7665,11.951,0.886,6783,0.784,0.179,5.6,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,26.03.20,11811,914,1105.143,191,38,21.429,1364.705,105.608,127.694,22.069,4.391,2.476,1.65,,,,,,,,,111293,7862,12.859,0.908,6533,0.755,0.185,5.4,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,27.03.20,12928,1117,1090.571,231,40,25.286,1493.769,129.064,126.01,26.691,4.622,2.922,1.58,,,,,,,,,118489,7196,13.691,0.831,6406,0.74,0.191,5.2,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,28.03.20,14076,1148,1071.571,264,33,27,1626.415,132.646,123.815,30.504,3.813,3.12,1.51,,,,,,,,,124252,5763,14.357,0.666,6316,0.73,0.19,5.3,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,29.03.20,14829,753,1050.714,300,36,28.857,1713.421,87.006,121.405,34.664,4.16,3.334,1.44,,,,,,,,,127012,2760,14.676,0.319,6241,0.721,0.187,5.3,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,30.03.20,15922,1093,1018.143,359,59,34.143,1839.711,126.291,117.642,41.481,6.817,3.945,1.38,,,,,,,,,131500,4488,15.194,0.519,5933,0.686,0.193,5.2,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,31.03.20,16605,683,961.143,433,74,44.429,1918.629,78.917,111.055,50.031,8.55,5.134,1.32,,,,,,,,,138621,7121,16.017,0.823,6122,0.707,0.184,5.4,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,01.04.20,17768,1163,981.571,488,55,47.857,2053.008,134.379,113.416,56.386,6.355,5.53,1.26,,,,,,,,,145278,6657,16.786,0.769,5978,0.691,0.187,5.3,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,02.04.20,18827,1059,1002.286,536,48,49.286,2175.37,122.362,115.809,61.932,5.546,5.695,1.21,,,,,,,,,152237,6959,17.59,0.804,5849,0.676,0.185,5.4,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,03.04.20,19606,779,954,591,55,51.429,2265.38,90.01,110.23,68.287,6.355,5.942,1.16,,,,,,,,,158750,6513,18.343,0.753,5752,0.665,0.181,5.5,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,04.04.20,20505,899,918.429,666,75,57.429,2369.255,103.875,106.12,76.953,8.666,6.636,1.11,,,,,,,,,163954,5204,18.944,0.601,5672,0.655,0.176,5.7,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,05.04.20,21100,595,895.857,715,49,59.286,2438.005,68.749,103.512,82.615,5.662,6.85,1.07,,,,,,,,,167259,3305,19.326,0.382,5750,0.664,0.169,5.9,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,06.04.20,21657,557,819.286,765,50,58,2502.363,64.359,94.665,88.392,5.777,6.702,1.03,,,,,,,,,171364,4105,19.8,0.474,5695,0.658,0.162,6.2,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,07.04.20,22253,596,806.857,821,56,55.429,2571.228,68.865,93.229,94.863,6.471,6.405,0.99,,,,,,,,,178219,6855,20.592,0.792,5657,0.654,0.153,6.5,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,08.04.20,23280,1027,787.429,895,74,58.143,2689.893,118.665,90.984,103.413,8.55,6.718,0.96,,,,,,,,,184780,6561,21.35,0.758,5643,0.652,0.145,6.9,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,09.04.20,24051,771,746.286,948,53,58.857,2778.979,89.085,86.23,109.537,6.124,6.801,0.92,,,,,,,,,190796,6016,22.046,0.695,5508,0.636,0.139,7.2,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,10.04.20,24551,500,706.429,1002,54,58.714,2836.751,57.773,81.624,115.776,6.239,6.784,0.88,,,,,,,,,194775,3979,22.505,0.46,5146,0.595,0.132,7.6,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,11.04.20,25107,556,657.429,1036,34,52.857,2900.995,64.243,75.963,119.705,3.929,6.107,0.85,,,,,,,,,197566,2791,22.828,0.322,4802,0.555,0.132,7.6,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,12.04.20,25415,308,616.429,1106,70,55.857,2936.583,35.588,71.225,127.793,8.088,6.454,0.82,,,,,,,,,199865,2299,23.093,0.266,4658,0.538,0.133,7.5,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,13.04.20,25688,273,575.857,1138,32,53.286,2968.126,31.544,66.538,131.49,3.697,6.157,0.79,,,,,,,,,202060,2195,23.347,0.254,4385,0.507,0.126,7.9,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,14.04.20,25936,248,526.143,1174,36,50.429,2996.782,28.655,60.793,135.65,4.16,5.827,0.77,,,,,,,,,205982,3922,23.8,0.453,3966,0.458,0.121,8.3,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
CHE,Europe,Switzerland,15.04.20,26336,400,436.571,1239,65,49.143,3043,46.218,50.444,143.161,7.51,5.678,0.75,,,,,,,,,211568,5586,24.446,0.645,3827,0.442,0.113,8.8,tests performed,,,,,,,,,,73.15,8654618,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.944
